order_item_id,order_id,product_id,quantity,unit_price,total_price
OI003153,ORD01071,PROD0117,2,7002.36,14004.72
OI003154,ORD01071,PROD0001,2,347.61,695.22
OI003155,ORD01072,PROD0013,3,5815.79,17447.37
OI003156,ORD01073,PROD0035,2,9721.69,19443.38
OI003157,ORD01073,PROD0009,3,1111.88,3335.64
OI003158,ORD01073,PROD0093,2,5501.34,11002.68
OI003159,ORD01073,PROD0029,2,1613.13,3226.26
OI003160,ORD01074,PROD0064,3,1729.91,5189.73
OI003161,ORD01074,PROD0025,1,2722.31,2722.31
OI003162,ORD01074,PROD0120,2,3108.36,6216.72
OI003163,ORD01074,PROD0108,2,3378.38,6756.76
OI003164,ORD01075,PROD0091,1,1699.66,1699.66
OI003165,ORD01075,PROD0103,1,8734.45,8734.45
OI003166,ORD01075,PROD0042,2,947.97,1895.94
OI003167,ORD01075,PROD0026,2,2701.14,5402.28
OI003168,ORD01076,PROD0072,3,778.36,2335.08
OI003169,ORD01077,PROD0067,1,6652.53,6652.53
OI003170,ORD01077,PROD0010,3,6076.89,18230.67
OI003171,ORD01077,PROD0109,2,1867.82,3735.64
OI003172,ORD01077,PROD0005,1,2068.49,2068.49
OI003173,ORD01078,PROD0057,2,7309.31,14618.62
OI003174,ORD01078,PROD0009,1,1111.88,1111.88
OI003175,ORD01078,PROD0100,2,345.38,690.76
OI003176,ORD01078,PROD0054,1,1985.06,1985.06
OI003177,ORD01078,PROD0095,2,8999.92,17999.84
OI003178,ORD01079,PROD0002,2,7391.07,14782.14
OI003179,ORD01079,PROD0076,1,2122.17,2122.17
OI003180,ORD01079,PROD0052,1,2220.94,2220.94
OI003181,ORD01079,PROD0054,2,1985.06,3970.12
OI003182,ORD01080,PROD0003,3,960.69,2882.07
OI003183,ORD01080,PROD0120,1,3108.36,3108.36
OI003184,ORD01080,PROD0062,2,9271.03,18542.06
OI003185,ORD01080,PROD0033,3,7533.69,22601.07
OI003186,ORD01080,PROD0081,3,8820.56,26461.68
OI003187,ORD01081,PROD0040,3,8799.35,26398.05
OI003188,ORD01081,PROD0009,1,1111.88,1111.88
OI003189,ORD01081,PROD0090,1,135.1,135.1
OI003190,ORD01081,PROD0102,3,2741.38,8224.14
OI003191,ORD01082,PROD0070,2,4820.21,9640.42
OI003192,ORD01082,PROD0101,3,8042.13,24126.39
OI003193,ORD01083,PROD0070,2,4820.21,9640.42
OI003194,ORD01083,PROD0006,2,2282.36,4564.72
OI003195,ORD01083,PROD0066,3,6996.26,20988.78
OI003196,ORD01083,PROD0039,1,6029.55,6029.55
OI003197,ORD01083,PROD0072,2,778.36,1556.72
OI003198,ORD01084,PROD0007,2,7612.19,15224.38
OI003199,ORD01084,PROD0031,1,5338.23,5338.23
OI003200,ORD01084,PROD0111,3,6101.47,18304.41
OI003201,ORD01085,PROD0015,2,3863.25,7726.5
OI003202,ORD01085,PROD0098,2,9740.99,19481.98
OI003203,ORD01085,PROD0102,3,2741.38,8224.14
OI003204,ORD01085,PROD0062,3,9271.03,27813.09
OI003205,ORD01086,PROD0042,3,947.97,2843.91
OI003206,ORD01086,PROD0016,3,1710.28,5130.84
OI003207,ORD01087,PROD0002,3,7391.07,22173.21
OI003208,ORD01087,PROD0102,3,2741.38,8224.14
OI003209,ORD01087,PROD0090,2,135.1,270.2
OI003210,ORD01087,PROD0017,1,7048.02,7048.02
OI003211,ORD01087,PROD0070,3,4820.21,14460.63
OI003212,ORD01088,PROD0068,3,2255.24,6765.72
OI003213,ORD01088,PROD0032,3,6834.81,20504.43
OI003214,ORD01088,PROD0076,2,2122.17,4244.34
OI003215,ORD01089,PROD0039,3,6029.55,18088.65
OI003216,ORD01089,PROD0086,2,7449.93,14899.86
OI003217,ORD01089,PROD0018,1,6386.29,6386.29
OI003218,ORD01089,PROD0047,1,4437.19,4437.19
OI003219,ORD01089,PROD0017,1,7048.02,7048.02
OI003220,ORD01090,PROD0028,1,5144.31,5144.31
OI003221,ORD01090,PROD0043,1,7681.76,7681.76
OI003222,ORD01091,PROD0107,2,3576.35,7152.7
OI003223,ORD01092,PROD0022,2,2750.63,5501.26
OI003224,ORD01092,PROD0001,1,347.61,347.61
OI003225,ORD01092,PROD0082,3,1661.69,4985.07
OI003226,ORD01092,PROD0021,1,2367.58,2367.58
OI003227,ORD01093,PROD0097,1,3601.42,3601.42
OI003228,ORD01094,PROD0032,2,6834.81,13669.62
OI003229,ORD01094,PROD0081,1,8820.56,8820.56
OI003230,ORD01094,PROD0106,1,2858.17,2858.17
OI003231,ORD01094,PROD0005,3,2068.49,6205.47
OI003232,ORD01095,PROD0087,1,2185.23,2185.23
OI003233,ORD01095,PROD0031,1,5338.23,5338.23
OI003234,ORD01095,PROD0116,3,5120.51,15361.53
OI003235,ORD01096,PROD0065,2,9272.53,18545.06
OI003236,ORD01097,PROD0058,3,1996.74,5990.22
OI003237,ORD01097,PROD0043,3,7681.76,23045.28
OI003238,ORD01097,PROD0080,1,5422.58,5422.58
OI003239,ORD01098,PROD0078,2,3230.15,6460.3
OI003240,ORD01098,PROD0004,1,2264.52,2264.52
OI003241,ORD01099,PROD0088,2,5103.55,10207.1
OI003242,ORD01099,PROD0050,1,2366.52,2366.52
OI003243,ORD01099,PROD0064,3,1729.91,5189.73
OI003244,ORD01099,PROD0073,3,4097.38,12292.14
OI003245,ORD01100,PROD0011,1,5408.66,5408.66
OI003246,ORD01100,PROD0025,1,2722.31,2722.31
OI003247,ORD01100,PROD0054,2,1985.06,3970.12
OI003248,ORD01100,PROD0072,2,778.36,1556.72
OI003249,ORD01100,PROD0063,2,4907.85,9815.7
OI003250,ORD01101,PROD0088,1,5103.55,5103.55
OI003251,ORD01101,PROD0072,1,778.36,778.36
OI003252,ORD01101,PROD0083,3,6155.61,18466.83
OI003253,ORD01102,PROD0013,2,5815.79,11631.58
OI003254,ORD01102,PROD0042,3,947.97,2843.91
OI003255,ORD01103,PROD0004,1,2264.52,2264.52
OI003256,ORD01103,PROD0017,3,7048.02,21144.06
OI003257,ORD01104,PROD0004,3,2264.52,6793.56
OI003258,ORD01105,PROD0040,1,8799.35,8799.35
OI003259,ORD01106,PROD0004,1,2264.52,2264.52
OI003260,ORD01107,PROD0102,2,2741.38,5482.76
OI003261,ORD01108,PROD0066,3,6996.26,20988.78
OI003262,ORD01108,PROD0044,3,1734.76,5204.28
OI003263,ORD01108,PROD0001,1,347.61,347.61
OI003264,ORD01108,PROD0025,2,2722.31,5444.62
OI003265,ORD01109,PROD0094,3,1566.13,4698.39
OI003266,ORD01109,PROD0007,3,7612.19,22836.57
OI003267,ORD01110,PROD0103,2,8734.45,17468.9
OI003268,ORD01110,PROD0096,1,8999.35,8999.35
OI003269,ORD01110,PROD0075,1,6607.99,6607.99
OI003270,ORD01110,PROD0056,3,6766.31,20298.93
OI003271,ORD01110,PROD0117,2,7002.36,14004.72
OI003272,ORD01111,PROD0022,2,2750.63,5501.26
OI003273,ORD01111,PROD0085,2,9395.41,18790.82
OI003274,ORD01111,PROD0036,3,8718.13,26154.39
OI003275,ORD01111,PROD0094,3,1566.13,4698.39
OI003276,ORD01111,PROD0104,1,8184.21,8184.21
OI003277,ORD01112,PROD0101,2,8042.13,16084.26
OI003278,ORD01113,PROD0012,3,3002.46,9007.38
OI003279,ORD01113,PROD0038,2,5439.85,10879.7
OI003280,ORD01113,PROD0108,1,3378.38,3378.38
OI003281,ORD01113,PROD0066,3,6996.26,20988.78
OI003282,ORD01114,PROD0082,1,1661.69,1661.69
OI003283,ORD01115,PROD0058,2,1996.74,3993.48
OI003284,ORD01115,PROD0076,1,2122.17,2122.17
OI003285,ORD01115,PROD0100,1,345.38,345.38
OI003286,ORD01115,PROD0056,2,6766.31,13532.62
OI003287,ORD01115,PROD0021,1,2367.58,2367.58
OI003288,ORD01116,PROD0048,3,2324.5,6973.5
OI003289,ORD01117,PROD0091,2,1699.66,3399.32
OI003290,ORD01117,PROD0068,1,2255.24,2255.24
OI003291,ORD01117,PROD0046,1,7158.19,7158.19
OI003292,ORD01117,PROD0094,2,1566.13,3132.26
OI003293,ORD01117,PROD0114,2,3705.79,7411.58
OI003294,ORD01118,PROD0091,3,1699.66,5098.98
OI003295,ORD01118,PROD0009,2,1111.88,2223.76
OI003296,ORD01118,PROD0107,1,3576.35,3576.35
OI003297,ORD01118,PROD0098,1,9740.99,9740.99
OI003298,ORD01119,PROD0064,1,1729.91,1729.91
OI003299,ORD01119,PROD0042,3,947.97,2843.91
OI003300,ORD01119,PROD0010,3,6076.89,18230.67
OI003301,ORD01120,PROD0040,3,8799.35,26398.05
OI003302,ORD01120,PROD0088,3,5103.55,15310.65
OI003303,ORD01121,PROD0045,2,9647.19,19294.38
OI003304,ORD01121,PROD0085,2,9395.41,18790.82
OI003305,ORD01121,PROD0034,3,3005.65,9016.95
OI003306,ORD01121,PROD0005,1,2068.49,2068.49
OI003307,ORD01121,PROD0079,3,4637.03,13911.09
OI003308,ORD01122,PROD0035,3,9721.69,29165.07
OI003309,ORD01123,PROD0006,2,2282.36,4564.72
OI003310,ORD01123,PROD0086,3,7449.93,22349.79
OI003311,ORD01123,PROD0035,1,9721.69,9721.69
OI003312,ORD01123,PROD0039,1,6029.55,6029.55
OI003313,ORD01124,PROD0043,2,7681.76,15363.52
OI003314,ORD01124,PROD0101,2,8042.13,16084.26
OI003315,ORD01124,PROD0052,1,2220.94,2220.94
OI003316,ORD01125,PROD0008,1,2850.93,2850.93
OI003317,ORD01125,PROD0046,1,7158.19,7158.19
OI003318,ORD01125,PROD0060,1,4486.99,4486.99
OI003319,ORD01126,PROD0066,3,6996.26,20988.78
OI003320,ORD01126,PROD0008,2,2850.93,5701.86
OI003321,ORD01126,PROD0092,3,5652.98,16958.94
OI003322,ORD01126,PROD0014,1,7753.38,7753.38
OI003323,ORD01126,PROD0073,1,4097.38,4097.38
OI003324,ORD01127,PROD0078,1,3230.15,3230.15
OI003325,ORD01127,PROD0103,3,8734.45,26203.35
OI003326,ORD01127,PROD0054,3,1985.06,5955.18
OI003327,ORD01127,PROD0097,3,3601.42,10804.26
OI003328,ORD01128,PROD0055,2,4293.43,8586.86
OI003329,ORD01129,PROD0082,2,1661.69,3323.38
OI003330,ORD01130,PROD0038,3,5439.85,16319.55
OI003331,ORD01130,PROD0004,3,2264.52,6793.56
OI003332,ORD01130,PROD0040,1,8799.35,8799.35
OI003333,ORD01130,PROD0117,3,7002.36,21007.08
OI003334,ORD01130,PROD0077,2,4018.28,8036.56
OI003335,ORD01131,PROD0020,2,2274.19,4548.38
OI003336,ORD01131,PROD0027,3,4054.07,12162.21
OI003337,ORD01132,PROD0082,1,1661.69,1661.69
OI003338,ORD01133,PROD0032,2,6834.81,13669.62
OI003339,ORD01134,PROD0045,1,9647.19,9647.19
OI003340,ORD01134,PROD0099,3,8659.6,25978.8
OI003341,ORD01134,PROD0033,2,7533.69,15067.38
OI003342,ORD01134,PROD0086,2,7449.93,14899.86
OI003343,ORD01134,PROD0108,2,3378.38,6756.76
OI003344,ORD01135,PROD0032,1,6834.81,6834.81
OI003345,ORD01135,PROD0085,1,9395.41,9395.41
OI003346,ORD01135,PROD0063,1,4907.85,4907.85
OI003347,ORD01136,PROD0021,1,2367.58,2367.58
OI003348,ORD01137,PROD0106,3,2858.17,8574.51
OI003349,ORD01137,PROD0105,2,2306.94,4613.88
OI003350,ORD01137,PROD0038,3,5439.85,16319.55
OI003351,ORD01137,PROD0114,3,3705.79,11117.37
OI003352,ORD01137,PROD0119,3,6193.6,18580.8
OI003353,ORD01138,PROD0022,3,2750.63,8251.89
OI003354,ORD01139,PROD0094,1,1566.13,1566.13
OI003355,ORD01139,PROD0005,2,2068.49,4136.98
OI003356,ORD01139,PROD0016,2,1710.28,3420.56
OI003357,ORD01139,PROD0047,3,4437.19,13311.57
OI003358,ORD01140,PROD0029,2,1613.13,3226.26
OI003359,ORD01140,PROD0066,3,6996.26,20988.78
OI003360,ORD01141,PROD0029,3,1613.13,4839.39
OI003361,ORD01141,PROD0024,1,4016.76,4016.76
OI003362,ORD01141,PROD0088,1,5103.55,5103.55
OI003363,ORD01141,PROD0008,2,2850.93,5701.86
OI003364,ORD01142,PROD0007,3,7612.19,22836.57
OI003365,ORD01143,PROD0116,2,5120.51,10241.02
OI003366,ORD01143,PROD0108,1,3378.38,3378.38
OI003367,ORD01143,PROD0112,2,1981.78,3963.56
OI003368,ORD01144,PROD0086,1,7449.93,7449.93
OI003369,ORD01144,PROD0014,1,7753.38,7753.38
OI003370,ORD01144,PROD0078,1,3230.15,3230.15
OI003371,ORD01144,PROD0044,1,1734.76,1734.76
OI003372,ORD01145,PROD0036,1,8718.13,8718.13
OI003373,ORD01145,PROD0041,1,673.46,673.46
OI003374,ORD01145,PROD0059,2,1916.53,3833.06
OI003375,ORD01145,PROD0069,3,703.48,2110.44
OI003376,ORD01145,PROD0054,3,1985.06,5955.18
OI003377,ORD01146,PROD0039,1,6029.55,6029.55
OI003378,ORD01146,PROD0054,1,1985.06,1985.06
OI003379,ORD01146,PROD0037,3,6128.81,18386.43
OI003380,ORD01146,PROD0065,1,9272.53,9272.53
OI003381,ORD01146,PROD0043,1,7681.76,7681.76
OI003382,ORD01147,PROD0046,1,7158.19,7158.19
OI003383,ORD01148,PROD0086,2,7449.93,14899.86
OI003384,ORD01148,PROD0031,1,5338.23,5338.23
OI003385,ORD01149,PROD0096,1,8999.35,8999.35
OI003386,ORD01149,PROD0117,2,7002.36,14004.72
OI003387,ORD01149,PROD0047,2,4437.19,8874.38
OI003388,ORD01150,PROD0114,3,3705.79,11117.37
OI003389,ORD01150,PROD0046,1,7158.19,7158.19
OI003390,ORD01150,PROD0048,2,2324.5,4649
OI003391,ORD01150,PROD0005,1,2068.49,2068.49
OI003392,ORD01150,PROD0050,3,2366.52,7099.56
OI003393,ORD01151,PROD0074,2,5831.3,11662.6
OI003394,ORD01151,PROD0046,3,7158.19,21474.57
OI003395,ORD01151,PROD0039,1,6029.55,6029.55
OI003396,ORD01151,PROD0107,3,3576.35,10729.05
OI003397,ORD01152,PROD0031,1,5338.23,5338.23
OI003398,ORD01153,PROD0045,3,9647.19,28941.57
OI003399,ORD01153,PROD0022,1,2750.63,2750.63
OI003400,ORD01153,PROD0003,2,960.69,1921.38
OI003401,ORD01154,PROD0090,1,135.1,135.1
OI003402,ORD01154,PROD0068,2,2255.24,4510.48
OI003403,ORD01154,PROD0050,3,2366.52,7099.56
OI003404,ORD01155,PROD0096,2,8999.35,17998.7
OI003405,ORD01155,PROD0045,3,9647.19,28941.57
OI003406,ORD01155,PROD0021,2,2367.58,4735.16
OI003407,ORD01156,PROD0019,3,4676.38,14029.14
OI003408,ORD01156,PROD0018,2,6386.29,12772.58
OI003409,ORD01157,PROD0067,3,6652.53,19957.59
OI003410,ORD01157,PROD0105,3,2306.94,6920.82
OI003411,ORD01157,PROD0113,3,5247.21,15741.63
OI003412,ORD01158,PROD0072,1,778.36,778.36
OI003413,ORD01159,PROD0060,2,4486.99,8973.98
OI003414,ORD01159,PROD0002,3,7391.07,22173.21
OI003415,ORD01159,PROD0008,3,2850.93,8552.79
OI003416,ORD01160,PROD0074,2,5831.3,11662.6
OI003417,ORD01160,PROD0047,1,4437.19,4437.19
OI003418,ORD01160,PROD0105,1,2306.94,2306.94
OI003419,ORD01160,PROD0088,1,5103.55,5103.55
OI003420,ORD01161,PROD0018,1,6386.29,6386.29
OI003421,ORD01161,PROD0087,2,2185.23,4370.46
OI003422,ORD01161,PROD0105,3,2306.94,6920.82
OI003423,ORD01161,PROD0028,3,5144.31,15432.93
OI003424,ORD01161,PROD0073,1,4097.38,4097.38
OI003425,ORD01162,PROD0096,2,8999.35,17998.7
OI003426,ORD01163,PROD0011,1,5408.66,5408.66
OI003427,ORD01163,PROD0019,1,4676.38,4676.38
OI003428,ORD01164,PROD0058,3,1996.74,5990.22
OI003429,ORD01164,PROD0009,2,1111.88,2223.76
OI003430,ORD01164,PROD0051,1,801.49,801.49
OI003431,ORD01164,PROD0097,1,3601.42,3601.42
OI003432,ORD01165,PROD0074,1,5831.3,5831.3
OI003433,ORD01165,PROD0116,2,5120.51,10241.02
OI003434,ORD01165,PROD0032,2,6834.81,13669.62
OI003435,ORD01165,PROD0060,3,4486.99,13460.97
OI003436,ORD01166,PROD0087,2,2185.23,4370.46
OI003437,ORD01166,PROD0053,1,5804.5,5804.5
OI003438,ORD01166,PROD0082,1,1661.69,1661.69
OI003439,ORD01166,PROD0109,2,1867.82,3735.64
OI003440,ORD01167,PROD0036,2,8718.13,17436.26
OI003441,ORD01167,PROD0004,2,2264.52,4529.04
OI003442,ORD01167,PROD0112,1,1981.78,1981.78
OI003443,ORD01167,PROD0027,2,4054.07,8108.14
OI003444,ORD01167,PROD0075,2,6607.99,13215.98
OI003445,ORD01168,PROD0001,1,347.61,347.61
OI003446,ORD01168,PROD0042,1,947.97,947.97
OI003447,ORD01168,PROD0085,1,9395.41,9395.41
OI003448,ORD01168,PROD0040,2,8799.35,17598.7
OI003449,ORD01169,PROD0034,3,3005.65,9016.95
OI003450,ORD01169,PROD0013,2,5815.79,11631.58
OI003451,ORD01170,PROD0099,1,8659.6,8659.6
OI003452,ORD01170,PROD0076,3,2122.17,6366.51
OI003453,ORD01170,PROD0104,2,8184.21,16368.42
OI003454,ORD01170,PROD0050,1,2366.52,2366.52
OI003455,ORD01170,PROD0113,3,5247.21,15741.63
OI003456,ORD01171,PROD0021,1,2367.58,2367.58
OI003457,ORD01171,PROD0116,3,5120.51,15361.53
OI003458,ORD01171,PROD0016,2,1710.28,3420.56
OI003459,ORD01172,PROD0042,3,947.97,2843.91
OI003460,ORD01172,PROD0005,1,2068.49,2068.49
OI003461,ORD01172,PROD0058,1,1996.74,1996.74
OI003462,ORD01173,PROD0043,3,7681.76,23045.28
OI003463,ORD01173,PROD0093,3,5501.34,16504.02
OI003464,ORD01173,PROD0115,2,6269.24,12538.48
OI003465,ORD01174,PROD0044,3,1734.76,5204.28
OI003466,ORD01174,PROD0106,3,2858.17,8574.51
OI003467,ORD01174,PROD0038,1,5439.85,5439.85
OI003468,ORD01174,PROD0065,1,9272.53,9272.53
OI003469,ORD01175,PROD0094,2,1566.13,3132.26
OI003470,ORD01175,PROD0076,3,2122.17,6366.51
OI003471,ORD01175,PROD0071,3,663.11,1989.33
OI003472,ORD01175,PROD0048,2,2324.5,4649
OI003473,ORD01175,PROD0035,3,9721.69,29165.07
OI003474,ORD01176,PROD0002,2,7391.07,14782.14
OI003475,ORD01176,PROD0042,3,947.97,2843.91
OI003476,ORD01176,PROD0035,3,9721.69,29165.07
OI003477,ORD01176,PROD0064,3,1729.91,5189.73
OI003478,ORD01177,PROD0002,2,7391.07,14782.14
OI003479,ORD01177,PROD0053,1,5804.5,5804.5
OI003480,ORD01177,PROD0010,2,6076.89,12153.78
OI003481,ORD01177,PROD0032,2,6834.81,13669.62
OI003482,ORD01177,PROD0051,3,801.49,2404.47
OI003483,ORD01178,PROD0030,1,6004.45,6004.45
OI003484,ORD01178,PROD0101,1,8042.13,8042.13
OI003485,ORD01179,PROD0042,3,947.97,2843.91
OI003486,ORD01179,PROD0051,2,801.49,1602.98
OI003487,ORD01179,PROD0095,1,8999.92,8999.92
OI003488,ORD01180,PROD0067,3,6652.53,19957.59
OI003489,ORD01180,PROD0038,2,5439.85,10879.7
OI003490,ORD01181,PROD0087,3,2185.23,6555.69
OI003491,ORD01181,PROD0007,2,7612.19,15224.38
OI003492,ORD01181,PROD0006,1,2282.36,2282.36
OI003493,ORD01182,PROD0060,2,4486.99,8973.98
OI003494,ORD01182,PROD0065,2,9272.53,18545.06
OI003495,ORD01182,PROD0081,2,8820.56,17641.12
OI003496,ORD01182,PROD0018,3,6386.29,19158.87
OI003497,ORD01182,PROD0115,2,6269.24,12538.48
OI003498,ORD01183,PROD0093,1,5501.34,5501.34
OI003499,ORD01183,PROD0001,1,347.61,347.61
OI003500,ORD01183,PROD0024,2,4016.76,8033.52
OI003501,ORD01183,PROD0039,3,6029.55,18088.65
OI003502,ORD01183,PROD0089,3,1013.75,3041.25
OI003503,ORD01184,PROD0116,2,5120.51,10241.02
OI003504,ORD01184,PROD0065,1,9272.53,9272.53
OI003505,ORD01184,PROD0076,2,2122.17,4244.34
OI003506,ORD01185,PROD0087,1,2185.23,2185.23
OI003507,ORD01185,PROD0115,2,6269.24,12538.48
OI003508,ORD01185,PROD0088,1,5103.55,5103.55
OI003509,ORD01185,PROD0060,2,4486.99,8973.98
OI003510,ORD01186,PROD0059,2,1916.53,3833.06
OI003511,ORD01187,PROD0080,3,5422.58,16267.74
OI003512,ORD01187,PROD0050,3,2366.52,7099.56
OI003513,ORD01187,PROD0091,1,1699.66,1699.66
OI003514,ORD01187,PROD0003,2,960.69,1921.38
OI003515,ORD01188,PROD0071,3,663.11,1989.33
OI003516,ORD01189,PROD0044,2,1734.76,3469.52
OI003517,ORD01190,PROD0106,3,2858.17,8574.51
OI003518,ORD01190,PROD0008,2,2850.93,5701.86
OI003519,ORD01190,PROD0003,1,960.69,960.69
OI003520,ORD01190,PROD0077,2,4018.28,8036.56
OI003521,ORD01190,PROD0110,1,4402.18,4402.18
OI003522,ORD01191,PROD0107,2,3576.35,7152.7
OI003523,ORD01191,PROD0072,2,778.36,1556.72
OI003524,ORD01191,PROD0105,2,2306.94,4613.88
OI003525,ORD01192,PROD0090,1,135.1,135.1
OI003526,ORD01192,PROD0033,3,7533.69,22601.07
OI003527,ORD01193,PROD0038,1,5439.85,5439.85
OI003528,ORD01193,PROD0022,3,2750.63,8251.89
OI003529,ORD01194,PROD0110,1,4402.18,4402.18
OI003530,ORD01195,PROD0031,3,5338.23,16014.69
OI003531,ORD01196,PROD0022,1,2750.63,2750.63
OI003532,ORD01197,PROD0041,2,673.46,1346.92
OI003533,ORD01197,PROD0011,3,5408.66,16225.98
OI003534,ORD01197,PROD0117,2,7002.36,14004.72
OI003535,ORD01197,PROD0021,1,2367.58,2367.58
OI003536,ORD01197,PROD0104,3,8184.21,24552.63
OI003537,ORD01198,PROD0082,1,1661.69,1661.69
OI003538,ORD01198,PROD0073,3,4097.38,12292.14
OI003539,ORD01199,PROD0033,2,7533.69,15067.38
OI003540,ORD01199,PROD0063,1,4907.85,4907.85
OI003541,ORD01199,PROD0027,3,4054.07,12162.21
OI003542,ORD01200,PROD0033,3,7533.69,22601.07
OI003543,ORD01200,PROD0104,3,8184.21,24552.63
OI003544,ORD01200,PROD0005,1,2068.49,2068.49
OI003545,ORD01201,PROD0093,1,5501.34,5501.34
OI003546,ORD01201,PROD0029,2,1613.13,3226.26
OI003547,ORD01201,PROD0052,1,2220.94,2220.94
OI003548,ORD01201,PROD0105,1,2306.94,2306.94
OI003549,ORD01201,PROD0079,3,4637.03,13911.09
OI003550,ORD01202,PROD0114,1,3705.79,3705.79
OI003551,ORD01202,PROD0073,3,4097.38,12292.14
OI003552,ORD01202,PROD0055,1,4293.43,4293.43
OI003553,ORD01202,PROD0060,1,4486.99,4486.99
OI003554,ORD01203,PROD0006,2,2282.36,4564.72
OI003555,ORD01203,PROD0067,3,6652.53,19957.59
OI003556,ORD01204,PROD0052,3,2220.94,6662.82
OI003557,ORD01204,PROD0114,2,3705.79,7411.58
OI003558,ORD01204,PROD0010,1,6076.89,6076.89
OI003559,ORD01205,PROD0081,2,8820.56,17641.12
OI003560,ORD01205,PROD0063,1,4907.85,4907.85
OI003561,ORD01205,PROD0091,1,1699.66,1699.66
OI003562,ORD01205,PROD0033,2,7533.69,15067.38
OI003563,ORD01206,PROD0053,2,5804.5,11609
OI003564,ORD01206,PROD0065,2,9272.53,18545.06
OI003565,ORD01206,PROD0014,2,7753.38,15506.76
OI003566,ORD01206,PROD0016,3,1710.28,5130.84
OI003567,ORD01206,PROD0092,2,5652.98,11305.96
OI003568,ORD01207,PROD0116,2,5120.51,10241.02
OI003569,ORD01207,PROD0087,3,2185.23,6555.69
OI003570,ORD01207,PROD0036,1,8718.13,8718.13
OI003571,ORD01207,PROD0054,1,1985.06,1985.06
OI003572,ORD01208,PROD0057,1,7309.31,7309.31
OI003573,ORD01208,PROD0104,2,8184.21,16368.42
OI003574,ORD01208,PROD0118,1,6682.8,6682.8
OI003575,ORD01209,PROD0082,1,1661.69,1661.69
OI003576,ORD01209,PROD0098,1,9740.99,9740.99
OI003577,ORD01209,PROD0073,3,4097.38,12292.14
OI003578,ORD01209,PROD0021,1,2367.58,2367.58
OI003579,ORD01209,PROD0030,2,6004.45,12008.9
OI003580,ORD01210,PROD0036,3,8718.13,26154.39
OI003581,ORD01210,PROD0014,3,7753.38,23260.14
OI003582,ORD01210,PROD0075,3,6607.99,19823.97
OI003583,ORD01210,PROD0030,3,6004.45,18013.35
OI003584,ORD01210,PROD0034,3,3005.65,9016.95
OI003585,ORD01211,PROD0032,1,6834.81,6834.81
OI003586,ORD01211,PROD0008,2,2850.93,5701.86
OI003587,ORD01211,PROD0092,3,5652.98,16958.94
OI003588,ORD01212,PROD0046,3,7158.19,21474.57
OI003589,ORD01213,PROD0045,2,9647.19,19294.38
OI003590,ORD01213,PROD0101,3,8042.13,24126.39
OI003591,ORD01214,PROD0077,1,4018.28,4018.28
OI003592,ORD01215,PROD0100,3,345.38,1036.14
OI003593,ORD01215,PROD0054,3,1985.06,5955.18
OI003594,ORD01216,PROD0117,3,7002.36,21007.08
OI003595,ORD01216,PROD0021,3,2367.58,7102.74
OI003596,ORD01216,PROD0020,3,2274.19,6822.57
OI003597,ORD01216,PROD0045,2,9647.19,19294.38
OI003598,ORD01216,PROD0036,3,8718.13,26154.39
OI003599,ORD01217,PROD0037,3,6128.81,18386.43
OI003600,ORD01218,PROD0081,3,8820.56,26461.68
OI003601,ORD01219,PROD0109,3,1867.82,5603.46
OI003602,ORD01219,PROD0009,3,1111.88,3335.64
OI003603,ORD01219,PROD0053,3,5804.5,17413.5
OI003604,ORD01219,PROD0011,2,5408.66,10817.32
OI003605,ORD01220,PROD0074,2,5831.3,11662.6
OI003606,ORD01220,PROD0022,1,2750.63,2750.63
OI003607,ORD01220,PROD0098,3,9740.99,29222.97
OI003608,ORD01221,PROD0036,1,8718.13,8718.13
OI003609,ORD01221,PROD0050,2,2366.52,4733.04
OI003610,ORD01221,PROD0046,1,7158.19,7158.19
OI003611,ORD01222,PROD0077,1,4018.28,4018.28
OI003612,ORD01222,PROD0001,2,347.61,695.22
OI003613,ORD01222,PROD0015,2,3863.25,7726.5
OI003614,ORD01223,PROD0082,3,1661.69,4985.07
OI003615,ORD01224,PROD0067,2,6652.53,13305.06
OI003616,ORD01224,PROD0102,3,2741.38,8224.14
OI003617,ORD01225,PROD0018,2,6386.29,12772.58
OI003618,ORD01225,PROD0098,1,9740.99,9740.99
OI003619,ORD01225,PROD0014,2,7753.38,15506.76
OI003620,ORD01225,PROD0009,3,1111.88,3335.64
OI003621,ORD01226,PROD0080,1,5422.58,5422.58
OI003622,ORD01226,PROD0056,2,6766.31,13532.62
OI003623,ORD01226,PROD0092,3,5652.98,16958.94
OI003624,ORD01226,PROD0067,2,6652.53,13305.06
OI003625,ORD01226,PROD0093,3,5501.34,16504.02
OI003626,ORD01227,PROD0062,2,9271.03,18542.06
OI003627,ORD01227,PROD0094,2,1566.13,3132.26
OI003628,ORD01228,PROD0074,3,5831.3,17493.9
OI003629,ORD01228,PROD0064,1,1729.91,1729.91
OI003630,ORD01229,PROD0072,1,778.36,778.36
OI003631,ORD01229,PROD0016,2,1710.28,3420.56
OI003632,ORD01229,PROD0107,3,3576.35,10729.05
OI003633,ORD01229,PROD0108,3,3378.38,10135.14
OI003634,ORD01229,PROD0052,3,2220.94,6662.82
OI003635,ORD01230,PROD0047,3,4437.19,13311.57
OI003636,ORD01230,PROD0008,2,2850.93,5701.86
